,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
36599,Australia-Slovenia,Australia,Slovenia,2023,1,0.04166666666666666667,0.01041666666666666667
36600,Australia-Albania,Australia,Albania,2023,0,0E-20,0E-20
36601,Australia-Portugal,Australia,Portugal,2023,2,0.08333333333333333333,0.18333333333333333333
36602,Australia-Serbia,Australia,Serbia,2023,0,0E-20,0.17261904761904761905
36603,Australia-United Kingdom,Australia,United Kingdom,2023,0,0E-20,0.18750000000000000000
36604,Australia-Germany,Australia,Germany,2023,0,0E-20,0.07812500000000000000
36605,Austria-Sweden,Austria,Sweden,2023,14,0.58333333333333333333,0.27804487179487179487
36606,Austria-Finland,Austria,Finland,2023,20,0.83333333333333333333,0.09687500000000000000
36607,Austria-Israel,Austria,Israel,2023,1,0.04166666666666666667,0.23850574712643678161
36608,Austria-Italy,Austria,Italy,2023,20,0.83333333333333333333,0.24305555555555555556
36609,Austria-Norway,Austria,Norway,2023,7,0.29166666666666666667,0.12152777777777777778
36610,Austria-Ukraine,Austria,Ukraine,2023,5,0.20833333333333333333,0.18452380952380952381
36611,Austria-Belgium,Austria,Belgium,2023,3,0.12500000000000000000,0.11413043478260869565
36612,Austria-Estonia,Austria,Estonia,2023,0,0E-20,0.15000000000000000000
36613,Austria-Australia,Austria,Australia,2023,0,0E-20,0.25000000000000000000
36614,Austria-Czech Republic,Austria,Czech Republic,2023,5,0.20833333333333333333,0.22500000000000000000
36615,Austria-Lithuania,Austria,Lithuania,2023,7,0.29166666666666666667,0.03525641025641025641
36616,Austria-Cyprus,Austria,Cyprus,2023,2,0.08333333333333333333,0.04583333333333333333
36617,Austria-Croatia,Austria,Croatia,2023,10,0.41666666666666666667,0.27380952380952380953
36618,Austria-Armenia,Austria,Armenia,2023,1,0.04166666666666666667,0.22395833333333333333
36619,Austria-Austria,Austria,Austria,2023,0,0E-20,0E-20
36620,Austria-France,Austria,France,2023,0,0E-20,0.22916666666666666667
36621,Austria-Spain,Austria,Spain,2023,0,0E-20,0.13316993464052287582
36622,Austria-Moldova,Austria,Moldova,2023,0,0E-20,0.12500000000000000000
36623,Austria-Poland,Austria,Poland,2023,0,0E-20,0.27564102564102564103
36624,Austria-Switzerland,Austria,Switzerland,2023,6,0.25000000000000000000,0.27651515151515151515
36625,Austria-Slovenia,Austria,Slovenia,2023,6,0.25000000000000000000,0.08630952380952380952
36626,Austria-Albania,Austria,Albania,2023,3,0.12500000000000000000,0.22916666666666666667
36627,Austria-Portugal,Austria,Portugal,2023,0,0E-20,0.10532407407407407407
36628,Austria-Serbia,Austria,Serbia,2023,0,0E-20,0.43333333333333333333
36629,Austria-United Kingdom,Austria,United Kingdom,2023,0,0E-20,0.30632716049382716049
36630,Austria-Germany,Austria,Germany,2023,6,0.25000000000000000000,0.21604938271604938272
36631,Azerbaijan-Sweden,Azerbaijan,Sweden,2023,20,0.83333333333333333333,0.22023809523809523809
36632,Azerbaijan-Finland,Azerbaijan,Finland,2023,11,0.45833333333333333333,0.07407407407407407407
36633,Azerbaijan-Israel,Azerbaijan,Israel,2023,24,1.00000000000000000000,0.42083333333333333333
36634,Azerbaijan-Italy,Azerbaijan,Italy,2023,10,0.41666666666666666667,0.26041666666666666667
36635,Azerbaijan-Norway,Azerbaijan,Norway,2023,2,0.08333333333333333333,0.17307692307692307692
36636,Azerbaijan-Ukraine,Azerbaijan,Ukraine,2023,9,0.37500000000000000000,0.69230769230769230769
36637,Azerbaijan-Belgium,Azerbaijan,Belgium,2023,0,0E-20,0.03645833333333333333
36638,Azerbaijan-Estonia,Azerbaijan,Estonia,2023,1,0.04166666666666666667,0.09259259259259259259
36639,Azerbaijan-Australia,Azerbaijan,Australia,2023,5,0.20833333333333333333,0.10714285714285714286
36640,Azerbaijan-Czech Republic,Azerbaijan,Czech Republic,2023,3,0.12500000000000000000,0.07500000000000000000
36641,Azerbaijan-Lithuania,Azerbaijan,Lithuania,2023,0,0E-20,0.08750000000000000000
36642,Azerbaijan-Cyprus,Azerbaijan,Cyprus,2023,6,0.25000000000000000000,0.12500000000000000000
36643,Azerbaijan-Croatia,Azerbaijan,Croatia,2023,0,0E-20,0.09166666666666666667
36644,Azerbaijan-Armenia,Azerbaijan,Armenia,2023,0,0E-20,0E-20
36645,Azerbaijan-Austria,Azerbaijan,Austria,2023,0,0E-20,0.01190476190476190476
36646,Azerbaijan-France,Azerbaijan,France,2023,0,0E-20,0.04444444444444444444
36647,Azerbaijan-Spain,Azerbaijan,Spain,2023,7,0.29166666666666666667,0.07500000000000000000
36648,Azerbaijan-Moldova,Azerbaijan,Moldova,2023,0,0E-20,0.34166666666666666667
36649,Azerbaijan-Poland,Azerbaijan,Poland,2023,0,0E-20,0.10714285714285714286
36650,Azerbaijan-Switzerland,Azerbaijan,Switzerland,2023,5,0.20833333333333333333,0.11805555555555555556
36651,Azerbaijan-Slovenia,Azerbaijan,Slovenia,2023,5,0.20833333333333333333,0.10416666666666666667
36652,Azerbaijan-Albania,Azerbaijan,Albania,2023,8,0.33333333333333333333,0.13425925925925925926
36653,Azerbaijan-Portugal,Azerbaijan,Portugal,2023,0,0E-20,0.13020833333333333333
36654,Azerbaijan-Serbia,Azerbaijan,Serbia,2023,0,0E-20,0.07575757575757575758
36655,Azerbaijan-United Kingdom,Azerbaijan,United Kingdom,2023,0,0E-20,0.09444444444444444444
36656,Azerbaijan-Germany,Azerbaijan,Germany,2023,0,0E-20,0.01944444444444444444
36657,Belgium-Sweden,Belgium,Sweden,2023,18,0.75000000000000000000,0.25574712643678160919
36658,Belgium-Finland,Belgium,Finland,2023,17,0.70833333333333333333,0.10904255319148936170
36659,Belgium-Israel,Belgium,Israel,2023,15,0.62500000000000000000,0.27590090090090090090
36660,Belgium-Italy,Belgium,Italy,2023,14,0.58333333333333333333,0.22916666666666666667
36661,Belgium-Norway,Belgium,Norway,2023,8,0.33333333333333333333,0.22045454545454545455
36662,Belgium-Ukraine,Belgium,Ukraine,2023,1,0.04166666666666666667,0.18981481481481481481
36663,Belgium-Belgium,Belgium,Belgium,2023,0,0E-20,0E-20
36664,Belgium-Estonia,Belgium,Estonia,2023,0,0E-20,0.07777777777777777778
36665,Belgium-Australia,Belgium,Australia,2023,4,0.16666666666666666667,0.25595238095238095238
36666,Belgium-Czech Republic,Belgium,Czech Republic,2023,3,0.12500000000000000000,0.15833333333333333333
36667,Belgium-Lithuania,Belgium,Lithuania,2023,0,0E-20,0.04464285714285714286
36668,Belgium-Cyprus,Belgium,Cyprus,2023,0,0E-20,0.12500000000000000000
36669,Belgium-Croatia,Belgium,Croatia,2023,0,0E-20,0.09375000000000000000
36670,Belgium-Armenia,Belgium,Armenia,2023,6,0.25000000000000000000,0.39930555555555555556
36671,Belgium-Austria,Belgium,Austria,2023,12,0.50000000000000000000,0.20652173913043478261
36672,Belgium-France,Belgium,France,2023,3,0.12500000000000000000,0.23087431693989071038
36673,Belgium-Spain,Belgium,Spain,2023,6,0.25000000000000000000,0.21822033898305084746
36674,Belgium-Moldova,Belgium,Moldova,2023,0,0E-20,0.10576923076923076923
36675,Belgium-Poland,Belgium,Poland,2023,6,0.25000000000000000000,0.12500000000000000000
36676,Belgium-Switzerland,Belgium,Switzerland,2023,0,0E-20,0.22278911564625850340
36677,Belgium-Slovenia,Belgium,Slovenia,2023,0,0E-20,0.02380952380952380952
36678,Belgium-Albania,Belgium,Albania,2023,3,0.12500000000000000000,0.17045454545454545454
36679,Belgium-Portugal,Belgium,Portugal,2023,0,0E-20,0.12202380952380952381
36680,Belgium-Serbia,Belgium,Serbia,2023,0,0E-20,0.10416666666666666667
36681,Belgium-United Kingdom,Belgium,United Kingdom,2023,0,0E-20,0.25604838709677419355
36682,Belgium-Germany,Belgium,Germany,2023,0,0E-20,0.22244623655913978495
36683,Croatia-Sweden,Croatia,Sweden,2023,12,0.50000000000000000000,0.12500000000000000000
36684,Croatia-Finland,Croatia,Finland,2023,17,0.70833333333333333333,0.11197916666666666667
36685,Croatia-Israel,Croatia,Israel,2023,12,0.50000000000000000000,0.14912280701754385965
36686,Croatia-Italy,Croatia,Italy,2023,20,0.83333333333333333333,0.47222222222222222222
36687,Croatia-Norway,Croatia,Norway,2023,5,0.20833333333333333333,0.17361111111111111111
36688,Croatia-Ukraine,Croatia,Ukraine,2023,0,0E-20,0.28921568627450980392
36689,Croatia-Belgium,Croatia,Belgium,2023,0,0E-20,0.04427083333333333333
36690,Croatia-Estonia,Croatia,Estonia,2023,3,0.12500000000000000000,0.10784313725490196078
36691,Croatia-Australia,Croatia,Australia,2023,0,0E-20,0.15972222222222222222
36692,Croatia-Czech Republic,Croatia,Czech Republic,2023,3,0.12500000000000000000,0.24166666666666666667
36693,Croatia-Lithuania,Croatia,Lithuania,2023,0,0E-20,0.12222222222222222222
36694,Croatia-Cyprus,Croatia,Cyprus,2023,0,0E-20,0.17708333333333333333
36695,Croatia-Croatia,Croatia,Croatia,2023,0,0E-20,0E-20
36696,Croatia-Armenia,Croatia,Armenia,2023,0,0E-20,0.01666666666666666667
36697,Croatia-Austria,Croatia,Austria,2023,0,0E-20,0.07500000000000000000
36698,Croatia-France,Croatia,France,2023,0,0E-20,0.13095238095238095238
36699,Croatia-Spain,Croatia,Spain,2023,6,0.25000000000000000000,0.13541666666666666667
36700,Croatia-Moldova,Croatia,Moldova,2023,3,0.12500000000000000000,0.10576923076923076923
36701,Croatia-Poland,Croatia,Poland,2023,0,0E-20,0.05952380952380952381
36702,Croatia-Switzerland,Croatia,Switzerland,2023,0,0E-20,0.11309523809523809524
36703,Croatia-Slovenia,Croatia,Slovenia,2023,17,0.70833333333333333333,0.48214285714285714286
36704,Croatia-Albania,Croatia,Albania,2023,6,0.25000000000000000000,0.31250000000000000000
36705,Croatia-Portugal,Croatia,Portugal,2023,1,0.04166666666666666667,0.13480392156862745098
36706,Croatia-Serbia,Croatia,Serbia,2023,11,0.45833333333333333333,0.72727272727272727273
36707,Croatia-United Kingdom,Croatia,United Kingdom,2023,0,0E-20,0.19345238095238095238
36708,Croatia-Germany,Croatia,Germany,2023,0,0E-20,0.10339506172839506173
36709,Cyprus-Sweden,Cyprus,Sweden,2023,20,0.83333333333333333333,0.25438596491228070175
36710,Cyprus-Finland,Cyprus,Finland,2023,10,0.41666666666666666667,0.09722222222222222222
36711,Cyprus-Israel,Cyprus,Israel,2023,19,0.79166666666666666667,0.21408045977011494253
36712,Cyprus-Italy,Cyprus,Italy,2023,11,0.45833333333333333333,0.43849206349206349206
36713,Cyprus-Norway,Cyprus,Norway,2023,5,0.20833333333333333333,0.17500000000000000000
36714,Cyprus-Ukraine,Cyprus,Ukraine,2023,10,0.41666666666666666667,0.32843137254901960784
36715,Cyprus-Belgium,Cyprus,Belgium,2023,0,0E-20,0.15029761904761904762
36716,Cyprus-Estonia,Cyprus,Estonia,2023,0,0E-20,0.10539215686274509804
36717,Cyprus-Australia,Cyprus,Australia,2023,8,0.33333333333333333333,0.26785714285714285714
36718,Cyprus-Czech Republic,Cyprus,Czech Republic,2023,1,0.04166666666666666667,0.11666666666666666667
36719,Cyprus-Lithuania,Cyprus,Lithuania,2023,0,0E-20,0.09444444444444444444
36720,Cyprus-Cyprus,Cyprus,Cyprus,2023,0,0E-20,0E-20
36721,Cyprus-Croatia,Cyprus,Croatia,2023,0,0E-20,0.15046296296296296296
36722,Cyprus-Armenia,Cyprus,Armenia,2023,8,0.33333333333333333333,0.37121212121212121212
36723,Cyprus-Austria,Cyprus,Austria,2023,10,0.41666666666666666667,0.14506172839506172839
36724,Cyprus-France,Cyprus,France,2023,3,0.12500000000000000000,0.21162280701754385965
36725,Cyprus-Spain,Cyprus,Spain,2023,6,0.25000000000000000000,0.27243589743589743590
36726,Cyprus-Moldova,Cyprus,Moldova,2023,1,0.04166666666666666667,0.08012820512820512821
36727,Cyprus-Poland,Cyprus,Poland,2023,2,0.08333333333333333333,0.06250000000000000000
36728,Cyprus-Switzerland,Cyprus,Switzerland,2023,2,0.08333333333333333333,0.18666666666666666667
36729,Cyprus-Slovenia,Cyprus,Slovenia,2023,0,0E-20,0.06547619047619047619
36730,Cyprus-Albania,Cyprus,Albania,2023,0,0E-20,0.06060606060606060606
36731,Cyprus-Portugal,Cyprus,Portugal,2023,0,0E-20,0.08950617283950617284
36732,Cyprus-Serbia,Cyprus,Serbia,2023,0,0E-20,0.14930555555555555556
36733,Cyprus-United Kingdom,Cyprus,United Kingdom,2023,0,0E-20,0.18589743589743589744
36734,Cyprus-Germany,Cyprus,Germany,2023,0,0E-20,0.11732456140350877193
36735,Czech Republic-Sweden,Czech Republic,Sweden,2023,16,0.66666666666666666667,0.34848484848484848485
36736,Czech Republic-Finland,Czech Republic,Finland,2023,15,0.62500000000000000000,0.14285714285714285714
36737,Czech Republic-Israel,Czech Republic,Israel,2023,8,0.33333333333333333333,0.18981481481481481481
36738,Czech Republic-Italy,Czech Republic,Italy,2023,5,0.20833333333333333333,0.22916666666666666667
36739,Czech Republic-Norway,Czech Republic,Norway,2023,7,0.29166666666666666667,0.12962962962962962963
36740,Czech Republic-Ukraine,Czech Republic,Ukraine,2023,24,1.00000000000000000000,0.60648148148148148148
36741,Czech Republic-Belgium,Czech Republic,Belgium,2023,0,0E-20,0.14583333333333333333
36742,Czech Republic-Estonia,Czech Republic,Estonia,2023,2,0.08333333333333333333,0.14583333333333333333
36743,Czech Republic-Australia,Czech Republic,Australia,2023,7,0.29166666666666666667,0.16071428571428571429
36744,Czech Republic-Czech Republic,Czech Republic,Czech Republic,2023,0,0E-20,0E-20
36745,Czech Republic-Lithuania,Czech Republic,Lithuania,2023,0,0E-20,0.02604166666666666667
36746,Czech Republic-Cyprus,Czech Republic,Cyprus,2023,0,0E-20,0.04761904761904761905
36747,Czech Republic-Croatia,Czech Republic,Croatia,2023,4,0.16666666666666666667,0.10000000000000000000
36748,Czech Republic-Armenia,Czech Republic,Armenia,2023,10,0.41666666666666666667,0.47916666666666666667
36749,Czech Republic-Austria,Czech Republic,Austria,2023,0,0E-20,0.10833333333333333333
36750,Czech Republic-France,Czech Republic,France,2023,0,0E-20,0.07196969696969696970
36751,Czech Republic-Spain,Czech Republic,Spain,2023,3,0.12500000000000000000,0.06060606060606060606
36752,Czech Republic-Moldova,Czech Republic,Moldova,2023,5,0.20833333333333333333,0.23214285714285714286
36753,Czech Republic-Poland,Czech Republic,Poland,2023,0,0E-20,0.10416666666666666667
36754,Czech Republic-Switzerland,Czech Republic,Switzerland,2023,0,0E-20,0.19791666666666666667
36755,Czech Republic-Slovenia,Czech Republic,Slovenia,2023,9,0.37500000000000000000,0.21666666666666666667
36756,Czech Republic-Albania,Czech Republic,Albania,2023,0,0E-20,0.03571428571428571429
36757,Czech Republic-Portugal,Czech Republic,Portugal,2023,0,0E-20,0.30357142857142857143
36758,Czech Republic-Serbia,Czech Republic,Serbia,2023,0,0E-20,0.20370370370370370370
36759,Czech Republic-United Kingdom,Czech Republic,United Kingdom,2023,0,0E-20,0.13257575757575757576
36760,Czech Republic-Germany,Czech Republic,Germany,2023,1,0.04166666666666666667,0.01515151515151515152
36761,Denmark-Sweden,Denmark,Sweden,2023,20,0.83333333333333333333,0.58506944444444444444
36762,Denmark-Finland,Denmark,Finland,2023,20,0.83333333333333333333,0.14404761904761904762
36763,Denmark-Israel,Denmark,Israel,2023,0,0E-20,0.13978494623655913978
36764,Denmark-Italy,Denmark,Italy,2023,3,0.12500000000000000000,0.08796296296296296296
36765,Denmark-Norway,Denmark,Norway,2023,20,0.83333333333333333333,0.32291666666666666667
36766,Denmark-Ukraine,Denmark,Ukraine,2023,7,0.29166666666666666667,0.19117647058823529412
36767,Denmark-Belgium,Denmark,Belgium,2023,9,0.37500000000000000000,0.16132478632478632479
36768,Denmark-Estonia,Denmark,Estonia,2023,0,0E-20,0.32738095238095238095
36769,Denmark-Australia,Denmark,Australia,2023,2,0.08333333333333333333,0.36904761904761904762
36770,Denmark-Czech Republic,Denmark,Czech Republic,2023,0,0E-20,0.05000000000000000000
36771,Denmark-Lithuania,Denmark,Lithuania,2023,4,0.16666666666666666667,0.13055555555555555556
36772,Denmark-Cyprus,Denmark,Cyprus,2023,7,0.29166666666666666667,0.18303571428571428571
36773,Denmark-Croatia,Denmark,Croatia,2023,0,0E-20,0E-20
36774,Denmark-Armenia,Denmark,Armenia,2023,0,0E-20,0.01736111111111111111
36775,Denmark-Austria,Denmark,Austria,2023,7,0.29166666666666666667,0.17841880341880341880
36776,Denmark-France,Denmark,France,2023,6,0.25000000000000000000,0.15250000000000000000
36777,Denmark-Spain,Denmark,Spain,2023,0,0E-20,0.06471631205673758865
36778,Denmark-Moldova,Denmark,Moldova,2023,1,0.04166666666666666667,0.09935897435897435897
36779,Denmark-Poland,Denmark,Poland,2023,5,0.20833333333333333333,0.09027777777777777778
36780,Denmark-Switzerland,Denmark,Switzerland,2023,4,0.16666666666666666667,0.23423423423423423423
36781,Denmark-Slovenia,Denmark,Slovenia,2023,0,0E-20,0.04487179487179487179
36782,Denmark-Albania,Denmark,Albania,2023,0,0E-20,0.09469696969696969697
36783,Denmark-Portugal,Denmark,Portugal,2023,0,0E-20,0.06854838709677419355
36784,Denmark-Serbia,Denmark,Serbia,2023,0,0E-20,0.04166666666666666667
36785,Denmark-United Kingdom,Denmark,United Kingdom,2023,1,0.04166666666666666667,0.26083333333333333333
36786,Denmark-Germany,Denmark,Germany,2023,0,0E-20,0.28921568627450980392
36787,Estonia-Sweden,Estonia,Sweden,2023,22,0.91666666666666666667,0.55401234567901234568
36788,Estonia-Finland,Estonia,Finland,2023,22,0.91666666666666666667,0.52083333333333333333
36789,Estonia-Israel,Estonia,Israel,2023,4,0.16666666666666666667,0.08796296296296296296
36790,Estonia-Italy,Estonia,Italy,2023,7,0.29166666666666666667,0.23076923076923076923
36791,Estonia-Norway,Estonia,Norway,2023,7,0.29166666666666666667,0.33159722222222222222
36792,Estonia-Ukraine,Estonia,Ukraine,2023,15,0.62500000000000000000,0.35416666666666666667
36793,Estonia-Belgium,Estonia,Belgium,2023,6,0.25000000000000000000,0.23333333333333333333
36794,Estonia-Estonia,Estonia,Estonia,2023,0,0E-20,0E-20
36795,Estonia-Australia,Estonia,Australia,2023,14,0.58333333333333333333,0.32738095238095238095
36796,Estonia-Czech Republic,Estonia,Czech Republic,2023,0,0E-20,0.10833333333333333333
36797,Estonia-Lithuania,Estonia,Lithuania,2023,6,0.25000000000000000000,0.25260416666666666667
36798,Estonia-Cyprus,Estonia,Cyprus,2023,0,0E-20,0.09429824561403508772
36799,Estonia-Croatia,Estonia,Croatia,2023,0,0E-20,0.06862745098039215686
36800,Estonia-Armenia,Estonia,Armenia,2023,3,0.12500000000000000000,0.04513888888888888889
36801,Estonia-Austria,Estonia,Austria,2023,0,0E-20,0.20555555555555555556
36802,Estonia-France,Estonia,France,2023,0,0E-20,0.16369047619047619048
36803,Estonia-Spain,Estonia,Spain,2023,2,0.08333333333333333333,0.04315476190476190476
36804,Estonia-Moldova,Estonia,Moldova,2023,0,0E-20,0.07371794871794871795
36805,Estonia-Poland,Estonia,Poland,2023,3,0.12500000000000000000,0.11666666666666666667
36806,Estonia-Switzerland,Estonia,Switzerland,2023,4,0.16666666666666666667,0.16666666666666666667
36807,Estonia-Slovenia,Estonia,Slovenia,2023,1,0.04166666666666666667,0.08928571428571428572
36808,Estonia-Albania,Estonia,Albania,2023,0,0E-20,0.00757575757575757576
36809,Estonia-Portugal,Estonia,Portugal,2023,0,0E-20,0.10833333333333333333
36810,Estonia-Serbia,Estonia,Serbia,2023,0,0E-20,0.01388888888888888889
36811,Estonia-United Kingdom,Estonia,United Kingdom,2023,0,0E-20,0.15773809523809523810
36812,Estonia-Germany,Estonia,Germany,2023,0,0E-20,0.14197530864197530864
36813,Finland-Sweden,Finland,Sweden,2023,12,0.50000000000000000000,0.42374213836477987421
36814,Finland-Finland,Finland,Finland,2023,0,0E-20,0E-20
36815,Finland-Israel,Finland,Israel,2023,0,0E-20,0.36029411764705882353
36816,Finland-Italy,Finland,Italy,2023,6,0.25000000000000000000,0.34247967479674796748
36817,Finland-Norway,Finland,Norway,2023,12,0.50000000000000000000,0.23157051282051282051
36818,Finland-Ukraine,Finland,Ukraine,2023,0,0E-20,0.18627450980392156863
36819,Finland-Belgium,Finland,Belgium,2023,5,0.20833333333333333333,0.18055555555555555556
36820,Finland-Estonia,Finland,Estonia,2023,6,0.25000000000000000000,0.62500000000000000000
36821,Finland-Australia,Finland,Australia,2023,8,0.33333333333333333333,0.39880952380952380952
36822,Finland-Czech Republic,Finland,Czech Republic,2023,18,0.75000000000000000000,0.25000000000000000000
36823,Finland-Lithuania,Finland,Lithuania,2023,0,0E-20,0.09523809523809523810
36824,Finland-Cyprus,Finland,Cyprus,2023,1,0.04166666666666666667,0.18452380952380952381
36825,Finland-Croatia,Finland,Croatia,2023,4,0.16666666666666666667,0.07738095238095238095
36826,Finland-Armenia,Finland,Armenia,2023,0,0E-20,0.03819444444444444444
36827,Finland-Austria,Finland,Austria,2023,4,0.16666666666666666667,0.12291666666666666667
36828,Finland-France,Finland,France,2023,7,0.29166666666666666667,0.21373456790123456790
36829,Finland-Spain,Finland,Spain,2023,0,0E-20,0.14955357142857142857
36830,Finland-Moldova,Finland,Moldova,2023,3,0.12500000000000000000,0.07051282051282051282
36831,Finland-Poland,Finland,Poland,2023,0,0E-20,0.07954545454545454545
36832,Finland-Switzerland,Finland,Switzerland,2023,11,0.45833333333333333333,0.24537037037037037037
36833,Finland-Slovenia,Finland,Slovenia,2023,7,0.29166666666666666667,0.09090909090909090909
36834,Finland-Albania,Finland,Albania,2023,0,0E-20,0.06818181818181818182
36835,Finland-Portugal,Finland,Portugal,2023,3,0.12500000000000000000,0.10729166666666666667
36836,Finland-Serbia,Finland,Serbia,2023,0,0E-20,0.15972222222222222222
36837,Finland-United Kingdom,Finland,United Kingdom,2023,4,0.16666666666666666667,0.22470238095238095238
36838,Finland-Germany,Finland,Germany,2023,5,0.20833333333333333333,0.14696969696969696970
36839,France-Sweden,France,Sweden,2023,9,0.37500000000000000000,0.20056497175141242938
36840,France-Finland,France,Finland,2023,14,0.58333333333333333333,0.10416666666666666667
36841,France-Israel,France,Israel,2023,22,0.91666666666666666667,0.45601851851851851852
36842,France-Italy,France,Italy,2023,9,0.37500000000000000000,0.30344202898550724638
36843,France-Norway,France,Norway,2023,1,0.04166666666666666667,0.10714285714285714286
36844,France-Ukraine,France,Ukraine,2023,5,0.20833333333333333333,0.15972222222222222222
36845,France-Belgium,France,Belgium,2023,2,0.08333333333333333333,0.22222222222222222222
36846,France-Estonia,France,Estonia,2023,0,0E-20,0.15972222222222222222
36847,France-Australia,France,Australia,2023,0,0E-20,0.19047619047619047619
36848,France-Czech Republic,France,Czech Republic,2023,4,0.16666666666666666667,0.10833333333333333333
36849,France-Lithuania,France,Lithuania,2023,0,0E-20,0.01562500000000000000
36850,France-Cyprus,France,Cyprus,2023,0,0E-20,0.09811827956989247312
36851,France-Croatia,France,Croatia,2023,0,0E-20,0.10087719298245614035
36852,France-Armenia,France,Armenia,2023,19,0.79166666666666666667,0.63541666666666666667
36853,France-Austria,France,Austria,2023,10,0.41666666666666666667,0.14893617021276595745
36854,France-France,France,France,2023,0,0E-20,0E-20
36855,France-Spain,France,Spain,2023,0,0E-20,0.25000000000000000000
36856,France-Moldova,France,Moldova,2023,8,0.33333333333333333333,0.18589743589743589744
36857,France-Poland,France,Poland,2023,0,0E-20,0.21354166666666666667
36858,France-Switzerland,France,Switzerland,2023,3,0.12500000000000000000,0.18027210884353741497
36859,France-Slovenia,France,Slovenia,2023,0,0E-20,0.07812500000000000000
36860,France-Albania,France,Albania,2023,0,0E-20,0.01515151515151515151
36861,France-Portugal,France,Portugal,2023,10,0.41666666666666666667,0.36531007751937984496
36862,France-Serbia,France,Serbia,2023,0,0E-20,0.27083333333333333333
36863,France-United Kingdom,France,United Kingdom,2023,0,0E-20,0.26322751322751322751
36864,France-Germany,France,Germany,2023,0,0E-20,0.19841269841269841270
36865,Georgia-Sweden,Georgia,Sweden,2023,11,0.45833333333333333333,0.26785714285714285714
36866,Georgia-Finland,Georgia,Finland,2023,9,0.37500000000000000000,0.05092592592592592593
36867,Georgia-Israel,Georgia,Israel,2023,13,0.54166666666666666667,0.23611111111111111111
36868,Georgia-Italy,Georgia,Italy,2023,13,0.54166666666666666667,0.34027777777777777778
36869,Georgia-Norway,Georgia,Norway,2023,2,0.08333333333333333333,0.13541666666666666667
36870,Georgia-Ukraine,Georgia,Ukraine,2023,10,0.41666666666666666667,0.60576923076923076923
36871,Georgia-Belgium,Georgia,Belgium,2023,12,0.50000000000000000000,0.17708333333333333333
36872,Georgia-Estonia,Georgia,Estonia,2023,5,0.20833333333333333333,0.13020833333333333333
36873,Georgia-Australia,Georgia,Australia,2023,2,0.08333333333333333333,0.06547619047619047619
36874,Georgia-Czech Republic,Georgia,Czech Republic,2023,0,0E-20,0.10000000000000000000
36875,Georgia-Lithuania,Georgia,Lithuania,2023,10,0.41666666666666666667,0.42916666666666666667
36876,Georgia-Cyprus,Georgia,Cyprus,2023,3,0.12500000000000000000,0.17129629629629629630
36877,Georgia-Croatia,Georgia,Croatia,2023,1,0.04166666666666666667,0.05208333333333333333
36878,Georgia-Armenia,Georgia,Armenia,2023,22,0.91666666666666666667,0.80416666666666666667
36879,Georgia-Austria,Georgia,Austria,2023,0,0E-20,0.23809523809523809524
36880,Georgia-France,Georgia,France,2023,0,0E-20,0.07222222222222222222
36881,Georgia-Spain,Georgia,Spain,2023,0,0E-20,0.04166666666666666667
36882,Georgia-Moldova,Georgia,Moldova,2023,3,0.12500000000000000000,0.14166666666666666667
36883,Georgia-Poland,Georgia,Poland,2023,0,0E-20,0.03571428571428571429
36884,Georgia-Switzerland,Georgia,Switzerland,2023,0,0E-20,0.10416666666666666667
36885,Georgia-Slovenia,Georgia,Slovenia,2023,0,0E-20,0.02380952380952380952
36886,Georgia-Albania,Georgia,Albania,2023,0,0E-20,0.05208333333333333333
36887,Georgia-Portugal,Georgia,Portugal,2023,0,0E-20,0.20833333333333333333
36888,Georgia-Serbia,Georgia,Serbia,2023,0,0E-20,0.06597222222222222222
36889,Georgia-United Kingdom,Georgia,United Kingdom,2023,0,0E-20,0.08055555555555555556
36890,Georgia-Germany,Georgia,Germany,2023,0,0E-20,0.06111111111111111111
36891,Germany-Sweden,Germany,Sweden,2023,13,0.54166666666666666667,0.26250000000000000000
36892,Germany-Finland,Germany,Finland,2023,12,0.50000000000000000000,0.13829787234042553191
36893,Germany-Israel,Germany,Israel,2023,0,0E-20,0.28399122807017543860
36894,Germany-Italy,Germany,Italy,2023,14,0.58333333333333333333,0.21453900709219858156
36895,Germany-Norway,Germany,Norway,2023,11,0.45833333333333333333,0.20248538011695906433
36896,Germany-Ukraine,Germany,Ukraine,2023,7,0.29166666666666666667,0.16898148148148148148
36897,Germany-Belgium,Germany,Belgium,2023,2,0.08333333333333333333,0.17067307692307692308
36898,Germany-Estonia,Germany,Estonia,2023,10,0.41666666666666666667,0.22058823529411764706
36899,Germany-Australia,Germany,Australia,2023,8,0.33333333333333333333,0.38690476190476190476
36900,Germany-Czech Republic,Germany,Czech Republic,2023,5,0.20833333333333333333,0.10833333333333333333
36901,Germany-Lithuania,Germany,Lithuania,2023,1,0.04166666666666666667,0.06510416666666666667
36902,Germany-Cyprus,Germany,Cyprus,2023,0,0E-20,0.10483870967741935484
36903,Germany-Croatia,Germany,Croatia,2023,6,0.25000000000000000000,0.22453703703703703704
36904,Germany-Armenia,Germany,Armenia,2023,0,0E-20,0.17361111111111111111
36905,Germany-Austria,Germany,Austria,2023,2,0.08333333333333333333,0.15602836879432624113
